timestamp,language,scenario,readers,seconds,k,maxLen,reads,writes,elapsed_ms,reads_per_sec,writes_per_sec,managed_before,managed_after,managed_delta,ws_before,ws_after,ws_delta
2026-01-06T13:20:00.0218616+00:00,C#,Mutable List<int> + lock (reads+writes),1,10,64,200000,156804350,28083538,10003,15675732.28,2807511.55,855072,870960,15888,21331968,23285760,1953792
2026-01-06T13:20:14.1878059+00:00,C#,Mutable List<int> + lock (reads+writes),2,10,64,200000,186043239,17120804,10007,18591309.98,1710882.78,854704,871776,17072,21061632,23121920,2060288
2026-01-06T13:20:38.4838458+00:00,C#,Mutable List<int> + lock (reads+writes),4,10,64,200000,165696165,8411741,10011,16551409.95,840249.83,854704,873808,19104,21049344,23273472,2224128
2026-01-06T13:20:54.6270303+00:00,C#,Mutable List<int> + lock (reads+writes),8,10,64,200000,157123248,12994442,9996,15718612.24,1299964.19,854704,877872,23168,21032960,23367680,2334720
2026-01-06T13:21:14.9623591+00:00,C#,Mutable List<int> + lock (reads+writes),16,10,64,200000,163975637,2833524,10510,15601868.41,269602.66,854712,886008,31296,21188608,24170496,2981888
